# log10(M200c)[Msun] log10(<sigmaDM>)[km/s] log10(sigmaDM)+ log10(sigmaDM)- log10(sigmaDM)++ log10(sigmaDM)-- log10(sigmaDM)+++ log10(sigmaDM)--- <slope> slope+ slope- slope++ slope-- slope+++ slope--- <scatter>[ln] scatter+ scatter- scatter++ scatter-- scatter+++ scatter---
3.162277660168353750e+14 6.439802409438962059e+02 6.432935795272078394e+02 6.446960729186465642e+02 6.426259081822081498e+02 6.454018372140840256e+02 6.419754755587561021e+02 6.459482424883948397e+02 3.336855178932551791e-01 3.327762338013204868e-01 3.346271371594040089e-01 3.319985099720980104e-01 3.355019370050609795e-01 3.313791085634322231e-01 3.362142950285698095e-01 4.133081254724464693e-02 4.059093382976881187e-02 4.198565101940925776e-02 3.997751577975564019e-02 4.269198670187489275e-02 3.895003049827343300e-02 4.328635713980499844e-02
3.981071705534936875e+14 6.965482150343981402e+02 6.957369516254616428e+02 6.973838489168331307e+02 6.948697219195828438e+02 6.982459989879456543e+02 6.938890050255737378e+02 6.990911812031571344e+02 3.360603296587435507e-01 3.351325068453880895e-01 3.369846639965274893e-01 3.341605804206903563e-01 3.381145722063040870e-01 3.330858628931596677e-01 3.390827939010767067e-01 4.153798190375655730e-02 4.075362425190496435e-02 4.243278649373379008e-02 4.000969946818702661e-02 4.326643491537319336e-02 3.911402588144641257e-02 4.428943293512194179e-02
5.011872336272673750e+14 7.537179361496714591e+02 7.527566027439173695e+02 7.546580270290490944e+02 7.517816668856272599e+02 7.555953820641088896e+02 7.509351821306109969e+02 7.566401476221271878e+02 3.382459992618481737e-01 3.372488295846711170e-01 3.392787729582449341e-01 3.362922603168296831e-01 3.403882024194934686e-01 3.354378433967022399e-01 3.412623201643345539e-01 4.185134171541956410e-02 4.091030184174014595e-02 4.285393312583480468e-02 3.999408410356482951e-02 4.368780058986213022e-02 3.927036709065055003e-02 4.461872013176906848e-02
6.309573444801865000e+14 8.156815630794177423e+02 8.145145127109993837e+02 8.169060946736475444e+02 8.135079167696824243e+02 8.180423081448320772e+02 8.120225814490478342e+02 8.187429722464639781e+02 3.401578597870824616e-01 3.390895432590887992e-01 3.412924476019159603e-01 3.380665049093874441e-01 3.424159551725319273e-01 3.370795192690388964e-01 3.436878188436891524e-01 4.215569439948499419e-02 4.105581564395448940e-02 4.318274789078541120e-02 4.015198812674600909e-02 4.409214676475167738e-02 3.921047835084121025e-02 4.511744589433710345e-02
7.943282347242723750e+14 8.828876288445462706e+02 8.815221401972634112e+02 8.842798722822200261e+02 8.802464171706542402e+02 8.857730394257845319e+02 8.786581381870902305e+02 8.869468031669906622e+02 3.415475994798968795e-01 3.403524582574058432e-01 3.427936780365060665e-01 3.391568475131963023e-01 3.439752411029360912e-01 3.383886900508350504e-01 3.452881339560649465e-01 4.242336591257679645e-02 4.119467031276422692e-02 4.366402364722331286e-02 4.016151024336715725e-02 4.483155452487767867e-02 3.919121829779478872e-02 4.628091140687715099e-02
9.999999999999877500e+14 9.555688348010085065e+02 9.538212711633914296e+02 9.571652911024705190e+02 9.522467527435837837e+02 9.584684252718805055e+02 9.513734206972274023e+02 9.601884324946059905e+02 3.423511149688056587e-01 3.408470195455221563e-01 3.437876896098269186e-01 3.395589257900880065e-01 3.451238281830535937e-01 3.383432818232088857e-01 3.464158940254037367e-01 4.245257973000585161e-02 4.111930302285275035e-02 4.378307971384770569e-02 3.992359183683357599e-02 4.503972968106906977e-02 3.869343964398228725e-02 4.613492266717313106e-02
1.258925411794150750e+15 1.033907071079886691e+03 1.032152048395495740e+03 1.035938998213310242e+03 1.029936497055050950e+03 1.037845765872465336e+03 1.028166407741425019e+03 1.039202856764460194e+03 3.425201031693576592e-01 3.408247020211062073e-01 3.443438666996411768e-01 3.389469016779155242e-01 3.460034318815189414e-01 3.377971382573312642e-01 3.480620410435084633e-01 4.250334465764141895e-02 4.083647968501770420e-02 4.426708867662869362e-02 3.934177544311871083e-02 4.625157332698029422e-02 3.790474065855047731e-02 4.789861184330244936e-02
1.584893192461091500e+15 1.118794371083450415e+03 1.116363858530401103e+03 1.121345885895661695e+03 1.113884444718655914e+03 1.123465839818460609e+03 1.111903728962510513e+03 1.126151022367838095e+03 3.422996063612738227e-01 3.402436764426784999e-01 3.445789478633188296e-01 3.380395696346542023e-01 3.465136408442783811e-01 3.363728709694877583e-01 3.491111443719716045e-01 4.267659528568706201e-02 4.071283494509856521e-02 4.498151981377698783e-02 3.920613302673880973e-02 4.766922728542779403e-02 3.783344298467009037e-02 4.976216742952804806e-02
1.995262314968850250e+15 1.210332561806349531e+03 1.207315552177443351e+03 1.213435348993889193e+03 1.203936106643972380e+03 1.216731946445852827e+03 1.200661965220166621e+03 1.220176109239358993e+03 3.417159573151530849e-01 3.392316102347689433e-01 3.445857291782636889e-01 3.368519457088139935e-01 3.469455716207374141e-01 3.342154377475974880e-01 3.494406908908379572e-01 4.267568517391318733e-02 4.036411580151294531e-02 4.564795969620413091e-02 3.839872771793902129e-02 4.807437097086741246e-02 3.668889357499311582e-02 5.066015784653157134e-02
2.511886431509541000e+15 1.308918392821593443e+03 1.304791465914964419e+03 1.313049589882663895e+03 1.301268643437591891e+03 1.316983511791343744e+03 1.297260979096404981e+03 1.321204902877599807e+03 3.411183593580295881e-01 3.380531689850371224e-01 3.444055388836533282e-01 3.352940394869286522e-01 3.472714218575992939e-01 3.330654715731270477e-01 3.500448743123241169e-01 4.282484391462705597e-02 4.010332785236720571e-02 4.594371393438273499e-02 3.804988426061523682e-02 4.922824817923573265e-02 3.643963993037540455e-02 5.231686735743866501e-02
3.162277660168327500e+15 1.415608538780909157e+03 1.410185887291790777e+03 1.420956901011787295e+03 1.405695461169901591e+03 1.426153051977213408e+03 1.399187250884129980e+03 1.431685473791053937e+03 3.409894222519976870e-01 3.372045281906819181e-01 3.445411742198305483e-01 3.338146901942053435e-01 3.485337246509561671e-01 3.285665215312576493e-01 3.507824015015160724e-01 4.299148253613061660e-02 3.995733027008216420e-02 4.632980221801848847e-02 3.789227931711605657e-02 5.036962288872953025e-02 3.635598251303690659e-02 5.380141116943364110e-02
3.981071705534904000e+15 1.531002984006064025e+03 1.523729846615406586e+03 1.537769814219600448e+03 1.517882501026293312e+03 1.547126153030017576e+03 1.511026809988539071e+03 1.551749777236981572e+03 3.405281522527525140e-01 3.364301936589876307e-01 3.446883522315534742e-01 3.329117310472607394e-01 3.492980421908414845e-01 3.300716396494600691e-01 3.533872269306096991e-01 4.296921316170682070e-02 3.978196397178038884e-02 4.669406245829439001e-02 3.742156941146425331e-02 4.993674257676337241e-02 3.516811365954584934e-02 5.362306767255367590e-02
5.011872336272633000e+15 1.656808931334454655e+03 1.647168004377229863e+03 1.666676162488090995e+03 1.636569259145285514e+03 1.674720571558455276e+03 1.628656759674544446e+03 1.681695431713688549e+03 3.410321164319826681e-01 3.360362523718401495e-01 3.460160800654877855e-01 3.300783946471808616e-01 3.508759624730611870e-01 3.260752444342087109e-01 3.540910006816687661e-01 4.292516125504531460e-02 4.000550348140918117e-02 4.678062840351525364e-02 3.727411642170169737e-02 5.024826917415122635e-02 3.577999099629381591e-02 5.282468781918768508e-02
6.309573444801814000e+15 1.790800011386773122e+03 1.778313826354630464e+03 1.804004985309860331e+03 1.764767237395871007e+03 1.819127424444320468e+03 1.753919346785012749e+03 1.833537126383240093e+03 3.406911157588893291e-01 3.354145269847876865e-01 3.462565626706679001e-01 3.293466665657864834e-01 3.528034871672087736e-01 3.255333238975141597e-01 3.577176647016344080e-01 4.269472119732072718e-02 3.932949332478764132e-02 4.614486817320062606e-02 3.654799518951281495e-02 5.036562109754157135e-02 3.423386233838824483e-02 5.410659806448313291e-02
