# log10(M200c)[Msun] log10(<sigmaDM>)[km/s] log10(sigmaDM)+ log10(sigmaDM)- log10(sigmaDM)++ log10(sigmaDM)-- log10(sigmaDM)+++ log10(sigmaDM)--- <slope> slope+ slope- slope++ slope-- slope+++ slope--- <scatter>[ln] scatter+ scatter- scatter++ scatter-- scatter+++ scatter---
3.162277660168353750e+14 7.137274029459914573e+02 7.126566897862669521e+02 7.149612953873150900e+02 7.114741691996598547e+02 7.158478411517969562e+02 7.106247592263955539e+02 7.169282728189654108e+02 3.331707979953139054e-01 3.315313049803451095e-01 3.345997396211426445e-01 3.302171792975458486e-01 3.359206973143870623e-01 3.294194069672032876e-01 3.375442475504762396e-01 5.813522944385712127e-02 5.625197246693086628e-02 6.030064596977939562e-02 5.430891446620874502e-02 6.246188725242735051e-02 5.269033494105993670e-02 6.437007798342363196e-02
3.981071705534936875e+14 7.706607500440838976e+02 7.693823965877700175e+02 7.719662540702624938e+02 7.681654363062799575e+02 7.730462953833241500e+02 7.668561437755502084e+02 7.750636032042026500e+02 3.333047043149395816e-01 3.316464273762242954e-01 3.349415006476940126e-01 3.300628469615760618e-01 3.365443482825669630e-01 3.288251744350927930e-01 3.382437329669187864e-01 5.369676102056043093e-02 5.192092210046736489e-02 5.564739513800824600e-02 5.009968553450912243e-02 5.770531180437358382e-02 4.907762930496012421e-02 5.882700156371722944e-02
5.011872336272673750e+14 8.323354684043098359e+02 8.307203825919455085e+02 8.337310509144314210e+02 8.293034669764940645e+02 8.351355120210041605e+02 8.280489926069016065e+02 8.363618818842763858e+02 3.336243882426968010e-01 3.315996673269805406e-01 3.352321990893484815e-01 3.296861339158471127e-01 3.373707882659285340e-01 3.283808354770467730e-01 3.393045727908537978e-01 5.013521073236074793e-02 4.855399453774966040e-02 5.177161436803379840e-02 4.681232394387892931e-02 5.354219258646396307e-02 4.582263599778161473e-02 5.534513672265404388e-02
6.309573444801865000e+14 8.988346307873628120e+02 8.970130308594590360e+02 9.006939393349325655e+02 8.951864910508318189e+02 9.023422962831343739e+02 8.940481527953891145e+02 9.043099682671759183e+02 3.338167756876461167e-01 3.318404569891049705e-01 3.359203225465966502e-01 3.296717407109072129e-01 3.379145114886433210e-01 3.281523478508636127e-01 3.399732233297554918e-01 4.701032178188663951e-02 4.553445820058815013e-02 4.856134320477988736e-02 4.409714191588350735e-02 5.003869162333900861e-02 4.279836740944659157e-02 5.152907531660963492e-02
7.943282347242723750e+14 9.708563103973295938e+02 9.683925291359041694e+02 9.730496963031649784e+02 9.659936532413555597e+02 9.755534084601596305e+02 9.642394212033676695e+02 9.771699585608395182e+02 3.342895047032315992e-01 3.318312196486468135e-01 3.364517562011001273e-01 3.293646488522574689e-01 3.392243829483006512e-01 3.266300895444657071e-01 3.402058227152735537e-01 4.463917398797263153e-02 4.320424440821358375e-02 4.611548054397580226e-02 4.187321525828933966e-02 4.747428998279337037e-02 4.076817157587104418e-02 4.946860999333618086e-02
9.999999999999877500e+14 1.049051911101067617e+03 1.046004713103245649e+03 1.051951353409894864e+03 1.043224169495850674e+03 1.055453764826943143e+03 1.040092881316901867e+03 1.058507526094963396e+03 3.352175014666939346e-01 3.322919719914012027e-01 3.380251537189493671e-01 3.293173905632388321e-01 3.409568953185925788e-01 3.270918990636444978e-01 3.437045475647211301e-01 4.298664950116432709e-02 4.136004485567768701e-02 4.448494338025519440e-02 3.993605066749063293e-02 4.571051148136028031e-02 3.863792040795928362e-02 4.668722531772098033e-02
1.258925411794150750e+15 1.133282009213128958e+03 1.129383102162939167e+03 1.137308247174188864e+03 1.125559682967751769e+03 1.141354849053620683e+03 1.121470282908539502e+03 1.145981034087580838e+03 3.356501202204898449e-01 3.322870808127250108e-01 3.387744322997405799e-01 3.288574304023746397e-01 3.423008940968260694e-01 3.264860511345362704e-01 3.454899406217697422e-01 4.172321421487944215e-02 4.011927092320294319e-02 4.323622188751891776e-02 3.868307990732222645e-02 4.469372497238708469e-02 3.725097570882925785e-02 4.557341024917047068e-02
1.584893192461091500e+15 1.225382387291386294e+03 1.220004701289416062e+03 1.231031630737285468e+03 1.214346172943435022e+03 1.236553119508400187e+03 1.210599075273239350e+03 1.244234454574642314e+03 3.363313122023897095e-01 3.327002021668445941e-01 3.401807978037114655e-01 3.285681237904847229e-01 3.439936823547678491e-01 3.255976406398610745e-01 3.482902794587138251e-01 4.065567356851933212e-02 3.891458371087839346e-02 4.240947183218935629e-02 3.737475266778134131e-02 4.374864695946483611e-02 3.607960633989917842e-02 4.502059508384363001e-02
1.995262314968850250e+15 1.323888744127684049e+03 1.316921636636169296e+03 1.331567624392044536e+03 1.310766963442812767e+03 1.339557983900933323e+03 1.304782823139084030e+03 1.348673018561082472e+03 3.364564876132590809e-01 3.323558660142626464e-01 3.411017900165057015e-01 3.287711104625460345e-01 3.454816886211330984e-01 3.254909597685253786e-01 3.514337905756513836e-01 3.983616099265377408e-02 3.798378095293436507e-02 4.172252084780280618e-02 3.640393288571539682e-02 4.335250454919446772e-02 3.440203670692915799e-02 4.484566664273210296e-02
2.511886431509541000e+15 1.430093052519541061e+03 1.421267929872239847e+03 1.439906592014799571e+03 1.411877514616744975e+03 1.448207208665960934e+03 1.401772502925841991e+03 1.456115782583726514e+03 3.361865563974953952e-01 3.315270795286898720e-01 3.407105829421397947e-01 3.272057848158681503e-01 3.450955174946052084e-01 3.209530114729456374e-01 3.493995404043988562e-01 3.914556312623580087e-02 3.705085126572602028e-02 4.103777599407686105e-02 3.544976636183762991e-02 4.315036520913356072e-02 3.364469874085666140e-02 4.463006878216278783e-02
3.162277660168327500e+15 1.544229705626621808e+03 1.534647412595421656e+03 1.554161382662647839e+03 1.524549111874496475e+03 1.566160759565268108e+03 1.511081395593474099e+03 1.577677309372981881e+03 3.356652777405707555e-01 3.314117644699701715e-01 3.397919252483898034e-01 3.266345317242179691e-01 3.445240744741799865e-01 3.235234853379742592e-01 3.485660717314357782e-01 3.812239091476331970e-02 3.595975674596441768e-02 4.033648683623695941e-02 3.356498816918841721e-02 4.278118826442451478e-02 3.121796238448098712e-02 4.451885724421000834e-02
