# Redshift log10(MStarSat_Threshold)[msun] log10(M200c)[msun] mean_velbias stddev_velbias
0.000000000000000000e+00 9.699999999999999289e+00 1.429999999999999716e+01 9.687168096652190030e-01 5.448447314966103038e-03
0.000000000000000000e+00 9.699999999999999289e+00 1.439999999999999680e+01 9.708149724670723790e-01 6.323260485682071635e-03
0.000000000000000000e+00 9.699999999999999289e+00 1.449999999999999645e+01 9.721683077611711354e-01 7.304260748819672855e-03
0.000000000000000000e+00 9.699999999999999289e+00 1.459999999999999609e+01 9.726465222181056580e-01 8.251763137718859387e-03
0.000000000000000000e+00 9.699999999999999289e+00 1.469999999999999574e+01 9.719723873141251635e-01 9.674767959773390019e-03
0.000000000000000000e+00 9.699999999999999289e+00 1.479999999999999538e+01 9.709498436336923000e-01 1.087769607275002742e-02
0.000000000000000000e+00 9.699999999999999289e+00 1.489999999999999503e+01 9.691717109628559257e-01 1.194253643253205890e-02
0.000000000000000000e+00 9.699999999999999289e+00 1.499999999999999467e+01 9.670723572426879189e-01 1.326962267273349046e-02
0.000000000000000000e+00 9.699999999999999289e+00 1.509999999999999432e+01 9.651982080704657463e-01 1.501848700221681925e-02
0.000000000000000000e+00 9.699999999999999289e+00 1.519999999999999396e+01 9.633850434842328170e-01 1.639817883767845028e-02
0.000000000000000000e+00 9.900000000000000355e+00 1.350000000000000000e+01 9.290343139926431348e-01 7.706225766065057450e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.359999999999999964e+01 9.351481256256937158e-01 6.766589938672643023e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.369999999999999929e+01 9.407281404677489967e-01 5.974205525869314901e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.379999999999999893e+01 9.458229006029809094e-01 5.301959880431938478e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.389999999999999858e+01 9.504198923752017469e-01 4.713887890140011118e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.399999999999999822e+01 9.546073821005226501e-01 4.587426342132143280e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.409999999999999787e+01 9.582467507566027054e-01 4.820892725959136788e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.419999999999999751e+01 9.616021811327515323e-01 5.150264359346534183e-03
0.000000000000000000e+00 9.900000000000000355e+00 1.429999999999999716e+01 9.643664670534870531e-01 5.945439906190699147e-03
