# Redshift log10(MStarSat_Threshold)[msun] log10(M200c)[msun] mean_velbias stddev_velbias
6.634019100000000668e-02 1.009999999999999964e+01 1.429999999999999716e+01 9.627815790993996536e-01 3.335924161815088766e-03
6.634019100000000668e-02 1.009999999999999964e+01 1.439999999999999680e+01 9.661058695582399602e-01 3.921986558210788058e-03
6.634019100000000668e-02 1.009999999999999964e+01 1.449999999999999645e+01 9.694944848972143481e-01 4.507887392014032699e-03
6.634019100000000668e-02 1.009999999999999964e+01 1.459999999999999609e+01 9.722548655764280401e-01 5.163254767607846143e-03
6.634019100000000668e-02 1.009999999999999964e+01 1.469999999999999574e+01 9.745953194877756687e-01 5.843445371662803894e-03
6.634019100000000668e-02 1.009999999999999964e+01 1.479999999999999538e+01 9.766014045627823270e-01 6.899136942725038815e-03
6.634019100000000668e-02 1.009999999999999964e+01 1.489999999999999503e+01 9.779730767984097239e-01 7.674896875334956924e-03
6.634019100000000668e-02 1.009999999999999964e+01 1.499999999999999467e+01 9.789227754547660254e-01 8.890389786803920905e-03
6.634019100000000668e-02 1.009999999999999964e+01 1.509999999999999432e+01 9.793442371465760354e-01 1.052723012945511703e-02
6.634019100000000668e-02 1.009999999999999964e+01 1.519999999999999396e+01 9.788604086307257646e-01 1.187057220381046441e-02
6.634019100000000668e-02 1.009999999999999964e+01 1.529999999999999361e+01 9.788123103894189603e-01 1.365889282341684746e-02
6.634019100000000668e-02 1.009999999999999964e+01 1.539999999999999325e+01 9.771399856907568848e-01 1.573708005410930783e-02
6.634019100000000668e-02 1.019999999999999929e+01 1.350000000000000000e+01 9.247457105450946901e-01 3.491756184512304680e-03
6.634019100000000668e-02 1.019999999999999929e+01 1.359999999999999964e+01 9.300097028975843338e-01 3.117428397773046051e-03
6.634019100000000668e-02 1.019999999999999929e+01 1.369999999999999929e+01 9.350668029364027634e-01 2.768220743650687092e-03
6.634019100000000668e-02 1.019999999999999929e+01 1.379999999999999893e+01 9.399848205780221289e-01 2.519733560403250843e-03
6.634019100000000668e-02 1.019999999999999929e+01 1.389999999999999858e+01 9.446808441729028782e-01 2.390314456128668410e-03
6.634019100000000668e-02 1.019999999999999929e+01 1.399999999999999822e+01 9.490917282367774543e-01 2.364747546639288465e-03
6.634019100000000668e-02 1.019999999999999929e+01 1.409999999999999787e+01 9.532333379629250869e-01 2.537802657000438888e-03
6.634019100000000668e-02 1.019999999999999929e+01 1.419999999999999751e+01 9.571065610457951678e-01 2.894876534428244066e-03
6.634019100000000668e-02 1.019999999999999929e+01 1.429999999999999716e+01 9.607404306677170824e-01 3.306574810378778463e-03
6.634019100000000668e-02 1.019999999999999929e+01 1.439999999999999680e+01 9.640538515333023639e-01 3.849376491777321396e-03
