# Redshift log10(MStarSat_Threshold)[msun] <norm>[dex] norm+ norm- norm++ norm-- norm+++ norm--- <slope> slope+ slope- slope++ slope-- slope+++ slope--- <scatter>[ln] scatter+ scatter- scatter++ scatter-- scatter+++ scatter---
4.701940800000000142e-01 8.500000000000000000e+00 2.691211469493289599e+00 2.692307710934134679e+00 2.690132780534143730e+00 2.693422300716930451e+00 2.689096273889396205e+00 2.694459426971277161e+00 2.687962678761895319e+00 3.570327166423170606e-01 3.600622355518635076e-01 3.538416867601658078e-01 3.628943603670830576e-01 3.509158019506463666e-01 3.668262447991991748e-01 3.480180763749128880e-01 1.134110024188013099e-01 1.160187988383064445e-01 1.109175338851190185e-01 1.181454756631969832e-01 1.086993158107935620e-01 1.200549142610607828e-01 1.068187845813993730e-01
4.701940800000000142e-01 8.699999999999999289e+00 2.691050762116661055e+00 2.692106081141586671e+00 2.689955338319705902e+00 2.693030132757316064e+00 2.688771926224329256e+00 2.694000166034109967e+00 2.687876845800140302e+00 3.568357923611298332e-01 3.601670383654236862e-01 3.538571724235811677e-01 3.633062768638940510e-01 3.507536718271144771e-01 3.671064050541968382e-01 3.478683603052413753e-01 1.140210516904212185e-01 1.166291927010871532e-01 1.115449157761265742e-01 1.188574272064937959e-01 1.091458171787224735e-01 1.223054219287254413e-01 1.067564665527539758e-01
4.701940800000000142e-01 8.899999999999998579e+00 2.690446901449263795e+00 2.691529813173105357e+00 2.689338357444532868e+00 2.692502742615265898e+00 2.688333127229622477e+00 2.693512005773885054e+00 2.687190163448801794e+00 3.566494843079881516e-01 3.597466145265337811e-01 3.535625572246634540e-01 3.628483662955089284e-01 3.506219402457111389e-01 3.657859166019883923e-01 3.470166890773315749e-01 1.143498380047854868e-01 1.168527357654902260e-01 1.119185848362091174e-01 1.192251707217648754e-01 1.097119676283425244e-01 1.217565794320516898e-01 1.070505086945312684e-01
4.701940800000000142e-01 8.999999999999998224e+00 2.690473380043940654e+00 2.691537151359489233e+00 2.689370315905037057e+00 2.692499449466156936e+00 2.688397232849346619e+00 2.693905078403945552e+00 2.687498392436407535e+00 3.561331046121507526e-01 3.591856067863666846e-01 3.530615830120228948e-01 3.621778077448036259e-01 3.497968209623234515e-01 3.659149880323480097e-01 3.476978916304599432e-01 1.134270622902441294e-01 1.160124769778808351e-01 1.110384783608234088e-01 1.184042100783549573e-01 1.082737584194037872e-01 1.211304140133084434e-01 1.058994023515933414e-01
4.701940800000000142e-01 9.199999999999997513e+00 2.689972996587103538e+00 2.691114483890409304e+00 2.688779930026023557e+00 2.692214174120777681e+00 2.687748464149760874e+00 2.693409520924394673e+00 2.686631099275961887e+00 3.559231034259136006e-01 3.594031768337463406e-01 3.525894935297169686e-01 3.624086230502672756e-01 3.490180643413374195e-01 3.657002022367156213e-01 3.459488560505126764e-01 1.147033445447694366e-01 1.172258828087276161e-01 1.119665694849072690e-01 1.194249666993971448e-01 1.090815654869253387e-01 1.220951819278323636e-01 1.066493518749412339e-01
4.701940800000000142e-01 9.399999999999996803e+00 2.688304647045879570e+00 2.689442386360371806e+00 2.687168217680327320e+00 2.690650015481638846e+00 2.686285122520359003e+00 2.692043296471172464e+00 2.685239985258992768e+00 3.561730325928658125e-01 3.593575618502750646e-01 3.524386867655193711e-01 3.626450516453548767e-01 3.492597867045416082e-01 3.657193386536488067e-01 3.464576938016038499e-01 1.158833070780458108e-01 1.186761443661086546e-01 1.131751013849140591e-01 1.214219250424335012e-01 1.103048928222660763e-01 1.246069530203772896e-01 1.073719227342018606e-01
4.701940800000000142e-01 9.499999999999996447e+00 2.687211869380419227e+00 2.688354431727738358e+00 2.686039590984760306e+00 2.689424119421520487e+00 2.684801412575609447e+00 2.690586769866659900e+00 2.683457061813998568e+00 3.563489576011191762e-01 3.598889887628206052e-01 3.527918675690642214e-01 3.631478756944987452e-01 3.496244424125015127e-01 3.663966601807764900e-01 3.470537286386380371e-01 1.175292554336046236e-01 1.204020133458784531e-01 1.146861689838256509e-01 1.228921644536029728e-01 1.118611051331731554e-01 1.250592976287065450e-01 1.095349260843489769e-01
4.701940800000000142e-01 9.699999999999995737e+00 2.684400527563655992e+00 2.685595159848297886e+00 2.683103795991982121e+00 2.686809749409383219e+00 2.681871776489999082e+00 2.688139553239627499e+00 2.680519523253891201e+00 3.566425141021256628e-01 3.603152369265024135e-01 3.530552709047165005e-01 3.642334306696430879e-01 3.494500278102309898e-01 3.670635815572161897e-01 3.465036043191339621e-01 1.194966097968022112e-01 1.224793266042258494e-01 1.166892300444592329e-01 1.258308161106516665e-01 1.136128660322193590e-01 1.282411803803275296e-01 1.106081917927828062e-01
4.701940800000000142e-01 9.899999999999995026e+00 2.681166489469022363e+00 2.682452246663288964e+00 2.679903001326246148e+00 2.683814630037096638e+00 2.678443687565014830e+00 2.684827065407138669e+00 2.677082975302155887e+00 3.573556736104721576e-01 3.611646370670159589e-01 3.535410641888316885e-01 3.648812636435680434e-01 3.500648692050699617e-01 3.678741103265806278e-01 3.474314531130026085e-01 1.236833759535111155e-01 1.271262159715939866e-01 1.203815529177613836e-01 1.303642979929777734e-01 1.164977310813681971e-01 1.337184741100459762e-01 1.112186850297061380e-01
4.701940800000000142e-01 9.999999999999994671e+00 2.680023258874105530e+00 2.681309818431478753e+00 2.678740716097070429e+00 2.682488557130093820e+00 2.677357410169515450e+00 2.683588560197299078e+00 2.675593067910590150e+00 3.581587454351453648e-01 3.622150506978887852e-01 3.543291951024018505e-01 3.659329677203226883e-01 3.507138494890093550e-01 3.691507794246126073e-01 3.452614324443700755e-01 1.242843618364232045e-01 1.278216874576835749e-01 1.208676547067709384e-01 1.315278203768890375e-01 1.178740572275008974e-01 1.353967796854451677e-01 1.147440745986301192e-01
4.701940800000000142e-01 1.009999999999999432e+01 2.678376358243220956e+00 2.679712377163469661e+00 2.677018474576638329e+00 2.680909918486277022e+00 2.675631717798792941e+00 2.682503860216229441e+00 2.674273966035245476e+00 3.570114638029997511e-01 3.609639921766186754e-01 3.527660157138622909e-01 3.648182060558010642e-01 3.490492393488465739e-01 3.676959462277474278e-01 3.450237342418535080e-01 1.249616765922482997e-01 1.286002812829497299e-01 1.216533443770040218e-01 1.318637117620024279e-01 1.186101436522494085e-01 1.362269832249949630e-01 1.162673061345516901e-01
